date,state,county,categoryId,categoryName,visitIndex,visitsAbove65Index,visitsBelow65Index,rank
2020-03-06,California,Los Angeles County,50328a8e91d4c4b30a586d6c,Non-Profits,104,99,105,133
2020-03-06,California,Los Angeles County,4d954af4a243a5684765b473,Veterinarians,92,91,93,134
2020-03-06,California,Los Angeles County,52c71aaf3cf9994f4e043d17,Marijuana Dispensaries,100,81,100,135
2020-03-06,California,Los Angeles County,4bf58dd8d48988d11e941735,Cocktail Bars,87,80,87,136
2020-03-06,California,Los Angeles County,4bf58dd8d48988d102941735,Yoga Studios,106,89,107,137
2020-03-06,California,Los Angeles County,4bf58dd8d48988d181941735,Museums,109,116,109,138
2020-03-06,California,Los Angeles County,4bf58dd8d48988d121951735,Paper / Office Supplies Stores,91,104,90,138
2020-03-06,California,Los Angeles County,4bf58dd8d48988d1d0941735,Dessert Shops,94,85,94,139
2020-03-06,California,Los Angeles County,4bf58dd8d48988d1e0941735,Harbors / Marinas,80,104,79,140
2020-03-06,California,Los Angeles County,4bf58dd8d48988d11f941735,Nightclubs,107,93,107,141
2020-03-06,California,Los Angeles County,4bf58dd8d48988d1a0941735,College Classrooms,85,94,85,142
2020-03-06,California,Los Angeles County,4f4531b14b9074f6e4fb0103,Medical Labs,100,85,100,143
2020-03-06,California,Los Angeles County,4bf58dd8d48988d1d3941735,Vegetarian / Vegan Restaurants,99,53,100,144
2020-03-06,California,Los Angeles County,4bf58dd8d48988d1e5931735,Music Venues,96,70,96,144
2020-03-06,California,Los Angeles County,50aa9e094b90af0d42d5de0d,Cities,114,157,112,145
2020-03-06,California,Los Angeles County,4bf58dd8d48988d1fb931735,Motels,87,102,86,146
2020-03-06,California,Los Angeles County,4e74f6cabd41c4836eac4c31,Piers,83,89,83,146
2020-03-06,California,Los Angeles County,4bf58dd8d48988d12e941735,Police Stations,91,96,91,147
2020-03-06,California,Los Angeles County,4bf58dd8d48988d127951735,Arts & Crafts Stores,89,59,89,148
2020-03-06,California,Los Angeles County,4bf58dd8d48988d197941735,College Administrative Buildings,95,77,95,149
2020-03-06,California,Los Angeles County,4f2a25ac4b909258e854f55f,Neighborhoods,97,85,97,150
2020-03-06,California,Los Angeles County,4bf58dd8d48988d1fa941735,Farmers Markets,91,114,90,151
2020-03-06,California,Los Angeles County,55a59bace4b013909087cb24,Ramen Restaurants,111,107,112,152
2020-03-06,California,Los Angeles County,4bf58dd8d48988d1d4941735,Speakeasies,99,88,99,153
2020-03-06,California,Los Angeles County,54541b70498ea6ccd0204bff,Transportation Services,85,67,85,154
2020-03-06,California,Los Angeles County,4bf58dd8d48988d129941735,City Halls,94,75,95,155
2020-03-06,California,Los Angeles County,4deefb944765f83613cdba6e,Historic Sites,89,71,89,155
2020-03-06,California,Los Angeles County,4bf58dd8d48988d11b941735,Pubs,104,90,104,156
2020-03-06,California,Los Angeles County,4bf58dd8d48988d1be941735,Latin American Restaurants,87,69,87,157
2020-03-06,California,Los Angeles County,4bf58dd8d48988d1ab941735,Student Centers,99,95,100,158
2020-03-06,California,Los Angeles County,4bf58dd8d48988d1e1941735,Basketball Courts,105,101,106,159
2020-03-06,California,Los Angeles County,56aa371be4b08b9a8d573523,Film Studios,100,105,100,160
2020-03-06,California,Los Angeles County,4bf58dd8d48988d10f941735,Indian Restaurants,96,67,96,161
2020-03-06,California,Los Angeles County,4bf58dd8d48988d15a941735,Gardens,90,116,89,162
2020-03-06,California,Los Angeles County,4d4b7105d754a06375d81259,Professional & Other Places,114,97,115,163
2020-03-06,California,Los Angeles County,4bf58dd8d48988d1e1931735,Arcades,98,68,99,164
2020-03-06,California,Los Angeles County,4d4b7105d754a06374d81259,Food,107,82,107,165
2020-03-06,California,Los Angeles County,4bf58dd8d48988d18b941735,Basketball Stadiums,148,513,146,166
2020-03-06,California,Los Angeles County,4bf58dd8d48988d128951735,Gift Shops,96,92,96,167
2020-03-06,California,Los Angeles County,4eb1bc533b7b2c5b1d4306cb,Airport Lounges,84,83,84,168
2020-03-06,California,Los Angeles County,4bf58dd8d48988d15f941735,Fields,100,76,101,169
2020-03-06,California,Los Angeles County,4bf58dd8d48988d11b951735,Flower Shops,74,80,73,170
2020-03-06,California,Los Angeles County,5032891291d4c4b30a586d68,Assisted Living,95,71,96,171
2020-03-06,California,Los Angeles County,4bf58dd8d48988d1e5941735,Dog Runs,90,96,90,171
2020-03-06,California,Los Angeles County,4bf58dd8d48988d16f941735,Hot Dog Joints,96,151,95,172
2020-03-06,California,Los Angeles County,4bf58dd8d48988d125941735,Tech Startups,89,139,88,173
2020-03-06,California,Los Angeles County,4bf58dd8d48988d114951735,Bookstores,89,77,89,174
2020-03-06,California,Los Angeles County,4bf58dd8d48988d1f9941735,Food & Drink Shops,98,79,98,175
2020-03-06,California,Los Angeles County,4bf58dd8d48988d1a3941735,College Residence Halls,102,136,102,176
2020-03-06,California,Los Angeles County,54541900498ea6ccd0202697,Health & Beauty Services,94,109,93,177
2020-03-06,California,Los Angeles County,52e81612bcbc57f1066b7a37,Distribution Centers,92,72,92,178
2020-03-06,California,Los Angeles County,4bf58dd8d48988d161941735,Lakes,97,85,98,179
2020-03-06,California,Los Angeles County,4bf58dd8d48988d131941735,Spiritual Centers,107,86,108,179
2020-03-06,California,Los Angeles County,4d954afda243a5684865b473,Optical Shops,105,79,106,180
2020-03-06,California,Los Angeles County,4bf58dd8d48988d1d8941735,Gay Bars,103,115,103,180
2020-03-06,California,Los Angeles County,4bf58dd8d48988d12d951735,Boats or Ferries,70,68,70,181
2020-03-06,California,Los Angeles County,4bf58dd8d48988d103941735,Homes (private),107,102,107,182
2020-03-06,California,Los Angeles County,503287a291d4c4b30a586d65,Financial or Legal Services,115,98,115,183
2020-03-06,California,Los Angeles County,4bf58dd8d48988d1d5941735,Hotel Bars,89,69,90,183
2020-03-06,California,Los Angeles County,4bf58dd8d48988d108951735,Women's Stores,94,170,92,184
2020-03-06,California,Los Angeles County,4bf58dd8d48988d104951735,Boutiques,91,118,90,184
2020-03-06,California,Los Angeles County,4bf58dd8d48988d1d1941735,Noodle Houses,96,70,96,185
2020-03-06,California,Los Angeles County,4bf58dd8d48988d115941735,Middle Eastern Restaurants,92,66,92,186
2020-03-06,California,Los Angeles County,4bf58dd8d48988d12d941735,Monuments / Landmarks,96,127,95,187
2020-03-06,California,Los Angeles County,52e81612bcbc57f1066b7a36,Warehouses,88,75,88,188
2020-03-06,California,Los Angeles County,5032792091d4c4b30a586d5c,Concert Halls,78,93,77,189
2020-03-06,California,Los Angeles County,4bf58dd8d48988d1bd941735,Salad Places,103,128,103,190
2020-03-06,California,Los Angeles County,4bf58dd8d48988d1ad941735,Trade Schools,113,80,113,191
2020-03-06,California,Los Angeles County,4bf58dd8d48988d179941735,Bagel Shops,90,51,91,192
2020-03-06,California,Los Angeles County,4f4528bc4b90abdf24c9de85,Athletics & Sports,95,57,96,193
2020-03-06,California,Los Angeles County,4bf58dd8d48988d10b951735,Video Game Stores,125,109,125,194
2020-03-06,California,Los Angeles County,4bf58dd8d48988d12c941735,Fire Stations,103,85,103,195
2020-03-06,California,Los Angeles County,5bae9231bedf3950379f89d0,State / Provincial Parks,89,78,89,196
2020-03-06,California,Los Angeles County,56aa371be4b08b9a8d573526,Urgent Care Centers,87,81,87,197
2020-03-06,California,Los Angeles County,5032897c91d4c4b30a586d69,Pet Services,90,105,90,197
2020-03-06,California,Los Angeles County,4bf58dd8d48988d18f941735,Art Museums,87,120,86,198
2020-03-06,California,Los Angeles County,4bf58dd8d48988d1dc931735,Tea Rooms,93,85,93,198
2020-03-06,California,Los Angeles County,52e81612bcbc57f1066b7a34,Community Centers,95,88,95,198
2020-03-06,California,Los Angeles County,4bf58dd8d48988d17c941735,Casinos,100,61,101,199
2020-03-06,California,Los Angeles County,52e81612bcbc57f1066b79f4,Buffets,80,43,81,199
2020-03-06,California,Los Angeles County,4bf58dd8d48988d1d6941735,Strip Clubs,97,75,98,200
2020-03-06,California,Los Angeles County,4bf58dd8d48988d1e4931735,Bowling Alleys,94,118,94,200
2020-03-06,California,Los Angeles County,5453de49498eade8af355881,Business Services,100,161,99,200
2020-03-06,California,Los Angeles County,4bf58dd8d48988d123951735,Smoke Shops,110,110,110,201
2020-03-06,California,Los Angeles County,4bf58dd8d48988d117941735,Beer Gardens,88,72,89,201
2020-03-06,California,Los Angeles County,4bf58dd8d48988d11d951735,Butchers,96,88,96,201
2020-03-06,California,Los Angeles County,4bf58dd8d48988d14f941735,Southern / Soul Food Restaurants,90,115,90,201
2020-03-06,California,Los Angeles County,4bf58dd8d48988d1f4941735,Design Studios,96,118,96,202
2020-03-06,California,Los Angeles County,56aa371be4b08b9a8d573517,Business Centers,95,75,95,203
2020-03-06,California,Los Angeles County,58daa1558bbb0b01f18ec1f1,Insurance Offices,118,100,119,204
2020-03-06,California,Los Angeles County,4bf58dd8d48988d1a7941735,College Libraries,96,81,96,204
2020-03-06,California,Los Angeles County,52e81612bcbc57f1066b79fe,Hawaiian Restaurants,99,131,98,205
2020-03-06,California,Los Angeles County,4bf58dd8d48988d13a941735,Temples,102,119,101,206
2020-03-06,California,Los Angeles County,5bae9231bedf3950379f89d4,Poke Places,95,58,96,207
2020-03-06,California,Los Angeles County,4bf58dd8d48988d11a941735,Other Nightlife,94,82,94,207
2020-03-06,California,Los Angeles County,4bf58dd8d48988d128941735,Cafeterias,89,69,89,207
2020-03-06,California,Los Angeles County,4bf58dd8d48988d10c941735,French Restaurants,77,68,77,208
2020-03-06,California,Los Angeles County,4eb1bd1c3b7b55596b4a748f,Filipino Restaurants,99,90,100,208
2020-03-06,California,Los Angeles County,4bf58dd8d48988d1f2931735,Performing Arts Venues,82,58,82,209
2020-03-06,California,Los Angeles County,4bf58dd8d48988d154941735,Cuban Restaurants,95,62,96,210
2020-03-06,California,Los Angeles County,4bf58dd8d48988d15b941735,Farms,112,114,112,210
2020-03-06,California,Los Angeles County,4bf58dd8d48988d1f4931735,Racetracks,63,56,63,210
2020-03-06,California,Los Angeles County,56aa371ae4b08b9a8d5734ba,Tex-Mex Restaurants,84,69,84,210
2020-03-06,California,Los Angeles County,4bf58dd8d48988d180941735,Multiplexes,105,88,105,210
2020-03-06,California,Los Angeles County,52e81612bcbc57f1066b7a3a,Chiropractors,90,76,91,211
2020-03-06,California,Los Angeles County,4bf58dd8d48988d134941735,Dance Studios,93,140,93,212
2020-03-06,California,Los Angeles County,4bf58dd8d48988d1c7941735,Snack Places,94,115,94,212
2020-03-06,California,Los Angeles County,4bf58dd8d48988d139941735,Synagogues,105,85,105,213
2020-03-06,California,Los Angeles County,4bf58dd8d48988d1de931735,Tattoo Parlors,91,126,91,213
2020-03-06,California,Los Angeles County,4f4531084b9074f6e4fb0101,Recycling Facilities,109,134,109,214
2020-03-06,California,Los Angeles County,4d4b7105d754a06378d81259,Shops & Services,104,100,104,214
2020-03-06,California,Los Angeles County,52f2ab2ebcbc57f1066b8b4c,Intersections,9,4,9,215
2020-03-06,California,Los Angeles County,4bf58dd8d48988d119951735,Wine Shops,105,80,106,216
2020-03-06,California,Los Angeles County,4cce455aebf7b749d5e191f5,Soccer Fields,110,92,110,216
2020-03-06,California,Los Angeles County,4bf58dd8d48988d194941735,Emergency Rooms,88,95,87,216
2020-03-06,California,Los Angeles County,4eb1d4d54b900d56c88a45fc,Mountains,86,106,85,217
2020-03-06,California,Los Angeles County,55a59bace4b013909087cb0c,Donburi Restaurants,95,151,94,217
2020-03-06,California,Los Angeles County,4bf58dd8d48988d111951735,Jewelry Stores,113,281,109,218
2020-03-06,California,Los Angeles County,4bf58dd8d48988d1f3941735,Toy / Game Stores,80,99,80,219
2020-03-06,California,Los Angeles County,5744ccdfe4b0c0459246b4df,Outlet Malls,104,58,104,219
2020-03-06,California,Los Angeles County,4bf58dd8d48988d120941735,Karaoke Bars,103,67,104,220
2020-03-06,California,Los Angeles County,4bf58dd8d48988d17e941735,Indie Movie Theaters,100,238,98,221
2020-03-06,California,Los Angeles County,52f2ab2ebcbc57f1066b8b3c,Massage Studios,102,75,103,222
2020-03-06,California,Los Angeles County,4bf58dd8d48988d19b941735,College Science Buildings,100,51,101,223
2020-03-06,California,Los Angeles County,4bf58dd8d48988d119941735,Hookah Bars,113,99,113,224
2020-03-06,California,Los Angeles County,512e7cae91d4cbb4e5efe0af,Frozen Yogurt Shops,79,140,78,225
2020-03-06,California,Los Angeles County,4bf58dd8d48988d106951735,Men's Stores,105,77,105,226
2020-03-06,California,Los Angeles County,4bf58dd8d48988d117951735,Candy Stores,79,53,80,227
2020-03-06,California,Los Angeles County,4bf58dd8d48988d190941735,History Museums,112,167,110,228
2020-03-06,California,Los Angeles County,4bf58dd8d48988d199941735,College Arts Buildings,108,50,108,228
2020-03-06,California,Los Angeles County,4bf58dd8d48988d1e4941735,Campgrounds,89,89,89,229
2020-03-06,California,Los Angeles County,4bf58dd8d48988d132951735,Hotel Pools,93,98,93,229
2020-03-06,California,Los Angeles County,4bf58dd8d48988d101941735,Martial Arts Dojos,103,63,104,230
2020-03-06,California,Los Angeles County,4bf58dd8d48988d127941735,Conference Rooms,127,124,127,231
2020-03-06,California,Los Angeles County,4bf58dd8d48988d1f9931735,Roads,114,139,113,231
2020-03-06,California,Los Angeles County,4bf58dd8d48988d12f951735,Resorts,80,32,82,232
2020-03-06,California,Los Angeles County,4bf58dd8d48988d1fe941735,Music Stores,97,95,97,233
2020-03-06,California,Los Angeles County,4eb1c0253b7b52c0e1adc2e9,Garden Centers,94,91,94,233
2020-03-06,California,Los Angeles County,4bf58dd8d48988d1b3941735,Medical Schools,86,90,86,234
2020-03-06,California,Los Angeles County,4bf58dd8d48988d1a1941735,College Cafeterias,88,47,89,235
2020-03-06,California,Los Angeles County,52f2ab2ebcbc57f1066b8b33,Laundromats,123,99,124,236
2020-03-06,California,Los Angeles County,4f2a23984b9023bd5841ed2c,Moving Targets,107,190,105,237
2020-03-06,California,Los Angeles County,56aa371be4b08b9a8d573547,Fountains,98,371,96,237
2020-03-06,California,Los Angeles County,4bf58dd8d48988d116951735,Antique Shops,103,97,103,238
2020-03-06,California,Los Angeles County,4bf58dd8d48988d1b2941735,College Gyms,89,116,89,238
2020-03-06,California,Los Angeles County,4bf58dd8d48988d1e9931735,Rock Clubs,75,38,76,239
2020-03-06,California,Los Angeles County,4bf58dd8d48988d17a941735,Cajun / Creole Restaurants,94,49,95,240
2020-03-06,California,Los Angeles County,545419b1498ea6ccd0202f58,Home Services & Repairs,98,120,97,241
2020-03-06,California,Los Angeles County,4eb1bdde3b7b55596b4a7490,Photography Labs,112,126,112,241
2020-03-06,California,Los Angeles County,52f2ab2ebcbc57f1066b8b26,Fabric Shops,94,124,93,241
2020-03-06,California,Los Angeles County,52f2ab2ebcbc57f1066b8b48,Gymnastics Gyms,120,169,119,241
2020-03-06,California,Los Angeles County,4bf58dd8d48988d189941735,Football Stadiums,92,69,93,242
2020-03-07,California,Los Angeles County,4bf58dd8d48988d118951735,Grocery Stores,103,96,103,1
2020-03-07,California,Los Angeles County,4bf58dd8d48988d16e941735,Fast Food Restaurants,96,92,96,2
2020-03-07,California,Los Angeles County,4bf58dd8d48988d1fd941735,Shopping Malls,95,92,95,3
2020-03-07,California,Los Angeles County,4bf58dd8d48988d113951735,Gas Stations,92,86,93,4
2020-03-07,California,Los Angeles County,4bf58dd8d48988d163941735,Parks,99,90,100,5
2020-03-07,California,Los Angeles County,4bf58dd8d48988d1e0931735,Coffee Shops,96,87,96,6
2020-03-07,California,Los Angeles County,52f2ab2ebcbc57f1066b8b42,Big Box Stores,105,99,105,7
2020-03-07,California,Los Angeles County,4bf58dd8d48988d1c1941735,Mexican Restaurants,97,88,97,8
2020-03-07,California,Los Angeles County,52f2ab2ebcbc57f1066b8b46,Supermarkets,104,107,104,9
2020-03-07,California,Los Angeles County,4bf58dd8d48988d10f951735,Pharmacies,103,87,103,10
2020-03-07,California,Los Angeles County,4d954b0ea243a5684a65b473,Convenience Stores,94,88,94,11
2020-03-07,California,Los Angeles County,4bf58dd8d48988d1fa931735,Hotels,91,83,91,12
2020-03-07,California,Los Angeles County,4bf58dd8d48988d132941735,Churches,99,89,99,13
2020-03-07,California,Los Angeles County,4bf58dd8d48988d14e941735,American Restaurants,93,88,93,14
2020-03-07,California,Los Angeles County,4bf58dd8d48988d124951735,Automotive Shops,99,81,100,15
2020-03-07,California,Los Angeles County,4d954b06a243a5684965b473,Residential Buildings (Apartments / Condos),91,97,91,16
2020-03-07,California,Los Angeles County,4bf58dd8d48988d112951735,Hardware Stores,100,102,100,17
2020-03-07,California,Los Angeles County,4bf58dd8d48988d10a951735,Banks,83,75,83,18
2020-03-07,California,Los Angeles County,4bf58dd8d48988d130941735,Buildings,95,94,95,19
2020-03-07,California,Los Angeles County,52e816a6bcbc57f1066b7a54,Warehouse Stores,98,90,99,20
2020-03-07,California,Los Angeles County,4bf58dd8d48988d175941735,Gyms or Fitness Centers,98,81,98,21
2020-03-07,California,Los Angeles County,4bf58dd8d48988d16c941735,Burger Joints,97,86,98,22
2020-03-07,California,Los Angeles County,52dea92d3cf9994f4e043dbb,Discount Stores,104,101,104,23
2020-03-07,California,Los Angeles County,5744ccdfe4b0c0459246b4dc,Shopping Plazas,98,98,98,24
2020-03-07,California,Los Angeles County,4bf58dd8d48988d1ca941735,Pizza Places,94,89,94,25
2020-03-07,California,Los Angeles County,4f4533804b9074f6e4fb0105,Elementary Schools,100,99,100,26
2020-03-07,California,Los Angeles County,4bf58dd8d48988d1f6941735,Department Stores,92,91,92,27
2020-03-07,California,Los Angeles County,4bf58dd8d48988d103951735,Clothing Stores,95,101,95,28
2020-03-07,California,Los Angeles County,4bf58dd8d48988d13d941735,High Schools,109,110,109,29
2020-03-07,California,Los Angeles County,4bf58dd8d48988d1ed931735,Airports,86,75,87,30
2020-03-07,California,Los Angeles County,4bf58dd8d48988d124941735,Offices,99,85,99,31
2020-03-07,California,Los Angeles County,4bf58dd8d48988d1eb931735,Airport Terminals,85,71,86,32
2020-03-07,California,Los Angeles County,4bf58dd8d48988d116941735,Bars,96,101,96,33
2020-03-07,California,Los Angeles County,4bf58dd8d48988d145941735,Chinese Restaurants,90,73,90,34
2020-03-07,California,Los Angeles County,4bf58dd8d48988d16a941735,Bakeries,99,93,99,35
2020-03-07,California,Los Angeles County,4bf58dd8d48988d110951735,Salons / Barbershops,96,94,96,36
2020-03-07,California,Los Angeles County,4bf58dd8d48988d16d941735,Cafￃﾩs,94,85,94,37
2020-03-07,California,Los Angeles County,4bf58dd8d48988d159941735,Trails,98,80,98,38
2020-03-07,California,Los Angeles County,4c38df4de52ce0d596b336e1,Parking,98,89,98,39
2020-03-07,California,Los Angeles County,4bf58dd8d48988d143941735,Breakfast Spots,95,105,95,40
2020-03-07,California,Los Angeles County,4bf58dd8d48988d1ce941735,Seafood Restaurants,98,89,98,41
2020-03-07,California,Los Angeles County,4bf58dd8d48988d1c5941735,Sandwich Places,90,74,91,42
2020-03-07,California,Los Angeles County,4bf58dd8d48988d1ff941735,Miscellaneous Shops,96,98,96,43
2020-03-07,California,Los Angeles County,4bf58dd8d48988d196941735,Hospitals,95,96,95,44
2020-03-07,California,Los Angeles County,4bf58dd8d48988d1c4941735,Restaurants,97,104,97,45
2020-03-07,California,Los Angeles County,4bf58dd8d48988d148941735,Donut Shops,101,89,101,46
2020-03-07,California,Los Angeles County,4bf58dd8d48988d1f1931735,General Entertainment,86,96,86,47
2020-03-07,California,Los Angeles County,4bf58dd8d48988d17f941735,Movie Theaters,91,96,91,48
2020-03-07,California,Los Angeles County,4bf58dd8d48988d151941735,Taco Places,93,88,93,49
2020-03-07,California,Los Angeles County,4bf58dd8d48988d110941735,Italian Restaurants,90,108,89,50
2020-03-07,California,Los Angeles County,4bf58dd8d48988d1ae941735,Universities,100,99,100,51
2020-03-07,California,Los Angeles County,4d4ae6fc7a7b7dea34424761,Fried Chicken Joints,94,83,94,52
2020-03-07,California,Los Angeles County,4bf58dd8d48988d162941735,Other Great Outdoors,99,86,99,53
2020-03-07,California,Los Angeles County,4bf58dd8d48988d176941735,Gyms,95,87,95,54
2020-03-07,California,Los Angeles County,4bf58dd8d48988d1e2941735,Beaches,78,70,78,55
2020-03-07,California,Los Angeles County,4bf58dd8d48988d1f8941735,Furniture / Home Stores,96,86,96,56
2020-03-07,California,Los Angeles County,4bf58dd8d48988d104941735,Medical Centers,106,79,106,57
2020-03-07,California,Los Angeles County,4bf58dd8d48988d186941735,Liquor Stores,87,68,87,58
2020-03-07,California,Los Angeles County,4bf58dd8d48988d13b941735,Schools,101,92,101,59
2020-03-07,California,Los Angeles County,4bf58dd8d48988d172941735,Post Offices,91,110,91,60
2020-03-07,California,Los Angeles County,4bf58dd8d48988d1d2941735,Sushi Restaurants,90,100,90,61
2020-03-07,California,Los Angeles County,4bf58dd8d48988d113941735,Korean Restaurants,92,90,92,62
2020-03-07,California,Los Angeles County,4eb1c1623b7b52c0e1adc2ec,Auto Dealerships,97,79,97,63
2020-03-07,California,Los Angeles County,4bf58dd8d48988d10c951735,Cosmetics Shops,99,93,99,64
2020-03-07,California,Los Angeles County,4bf58dd8d48988d142941735,Asian Restaurants,94,94,94,65
2020-03-07,California,Los Angeles County,4bf58dd8d48988d177941735,Doctor's Offices,96,84,97,66
2020-03-07,California,Los Angeles County,4bf58dd8d48988d182941735,Theme Parks,86,58,86,67
2020-03-07,California,Los Angeles County,4bf58dd8d48988d171941735,Event Spaces,100,90,100,68
2020-03-07,California,Los Angeles County,4bf58dd8d48988d100951735,Pet Stores,94,116,93,69
2020-03-07,California,Los Angeles County,4bf58dd8d48988d149941735,Thai Restaurants,97,73,97,70
2020-03-07,California,Los Angeles County,4bf58dd8d48988d111941735,Japanese Restaurants,87,74,88,71
2020-03-07,California,Los Angeles County,4bf58dd8d48988d1c9941735,Ice Cream Shops,90,83,90,72
2020-03-07,California,Los Angeles County,4bf58dd8d48988d1fc941735,Laundry Services,99,104,99,73
2020-03-07,California,Los Angeles County,4bf58dd8d48988d1e7941735,Playgrounds,92,90,92,74
2020-03-07,California,Los Angeles County,50327c8591d4c4b30a586d5d,Breweries,89,75,89,75
2020-03-07,California,Los Angeles County,4bf58dd8d48988d120951735,Food Courts,90,100,90,76
2020-03-07,California,Los Angeles County,4bf58dd8d48988d12f941735,Libraries,88,77,88,77
2020-03-07,California,Los Angeles County,4bf58dd8d48988d122951735,Electronics Stores,102,84,102,78
2020-03-07,California,Los Angeles County,4f04ae1f2fb6e1c99f3db0ba,Car Washes,82,65,82,78
2020-03-07,California,Los Angeles County,5109983191d435c0d71c2bb1,Theme Park Rides/Attractions,88,52,88,79
2020-03-07,California,Los Angeles County,4bf58dd8d48988d101951735,Thrift / Vintage Stores,97,100,97,79
2020-03-07,California,Los Angeles County,50be8ee891d4fa8dcc7199a7,Markets,104,102,104,80
2020-03-07,California,Los Angeles County,4bf58dd8d48988d165941735,Scenic Lookouts,100,110,100,81
2020-03-07,California,Los Angeles County,4bf58dd8d48988d1e6941735,Golf Courses,88,102,87,82
2020-03-07,California,Los Angeles County,4bf58dd8d48988d157941735,New American Restaurants,99,87,100,83
2020-03-07,California,Los Angeles County,4bf58dd8d48988d147941735,Diners,96,112,96,84
2020-03-07,California,Los Angeles County,4bf58dd8d48988d126941735,Government Buildings,95,98,95,85
2020-03-07,California,Los Angeles County,4bf58dd8d48988d1fc931735,Light Rail Stations,97,97,97,86
2020-03-07,California,Los Angeles County,4bf58dd8d48988d1cb941735,Food Trucks,99,82,100,87
2020-03-07,California,Los Angeles County,4bf58dd8d48988d1f7941735,Flea Markets,98,91,98,88
2020-03-07,California,Los Angeles County,4bf58dd8d48988d14a941735,Vietnamese Restaurants,102,70,103,89
2020-03-07,California,Los Angeles County,4bf58dd8d48988d1ff931735,Convention Centers,168,177,168,90
2020-03-07,California,Los Angeles County,4bf58dd8d48988d1df931735,BBQ Joints,103,107,103,90
2020-03-07,California,Los Angeles County,4bf58dd8d48988d164941735,Plazas,99,91,99,91
2020-03-07,California,Los Angeles County,52e81612bcbc57f1066b7a0c,Bubble Tea Shops,95,87,95,91
2020-03-07,California,Los Angeles County,4bf58dd8d48988d1e8941735,Baseball Fields,141,139,141,92
2020-03-07,California,Los Angeles County,4f2a210c4b9023bd5841ed28,Housing Developments,93,77,94,93
2020-03-07,California,Los Angeles County,4bf58dd8d48988d107951735,Shoe Stores,97,120,97,94
2020-03-07,California,Los Angeles County,56aa371be4b08b9a8d57352f,Airport Services,86,79,87,94
2020-03-07,California,Los Angeles County,4bf58dd8d48988d178941735,Dentist's Offices,100,109,100,95
2020-03-07,California,Los Angeles County,4bf58dd8d48988d112941735,Juice Bars,96,153,96,96
2020-03-07,California,Los Angeles County,4bf58dd8d48988d1f2941735,Sporting Goods Shops,91,71,91,97
2020-03-07,California,Los Angeles County,4f04afc02fb6e1c99f3db0bc,Mobile Phone Shops,98,96,98,98
2020-03-07,California,Los Angeles County,4bf58dd8d48988d1f0931735,Airport Gates,87,57,88,99
2020-03-07,California,Los Angeles County,4bf58dd8d48988d1c0941735,Mediterranean Restaurants,97,80,97,100
2020-03-07,California,Los Angeles County,4f04aa0c2fb6e1c99f3db0b8,Nail Salons,97,90,97,101
2020-03-07,California,Los Angeles County,4bf58dd8d48988d121941735,Lounges,93,77,93,102
2020-03-07,California,Los Angeles County,4bf58dd8d48988d1f6931735,General Travel,96,74,97,103
2020-03-07,California,Los Angeles County,4bf58dd8d48988d137941735,Theaters,103,72,104,104
2020-03-07,California,Los Angeles County,4bf58dd8d48988d1cc941735,Steakhouses,91,103,90,105
2020-03-07,California,Los Angeles County,4bf58dd8d48988d118941735,Dive Bars,99,103,99,106
2020-03-07,California,Los Angeles County,52f2ab2ebcbc57f1066b8b1f,Shipping Stores,108,87,109,107
2020-03-07,California,Los Angeles County,4bf58dd8d48988d15e941735,Pools,99,85,99,108
2020-03-07,California,Los Angeles County,4bf58dd8d48988d1ed941735,Spas,95,78,95,109
2020-03-07,California,Los Angeles County,4e74f6cabd41c4836eac4c31,Piers,79,65,79,110
2020-03-07,California,Los Angeles County,4bf58dd8d48988d15c941735,Cemeteries,99,108,99,111
2020-03-07,California,Los Angeles County,4bf58dd8d48988d1fa941735,Farmers Markets,95,77,96,112
2020-03-07,California,Los Angeles County,4bf58dd8d48988d1ef941735,Rental Car Locations,91,69,92,113
2020-03-07,California,Los Angeles County,4bf58dd8d48988d146941735,Delis / Bodegas,90,79,91,114
2020-03-07,California,Los Angeles County,4bf58dd8d48988d1e2931735,Art Galleries,89,104,88,115
2020-03-07,California,Los Angeles County,4bf58dd8d48988d14c941735,Wings Joints,100,91,100,116
2020-03-07,California,Los Angeles County,4bf58dd8d48988d11e941735,Cocktail Bars,86,79,86,117
2020-03-07,California,Los Angeles County,4bf58dd8d48988d11d941735,Sports Bars,83,82,83,118
2020-03-07,California,Los Angeles County,4bf58dd8d48988d123941735,Wine Bars,97,84,97,119
2020-03-07,California,Los Angeles County,4bf58dd8d48988d155941735,Gastropubs,93,71,93,120
2020-03-07,California,Los Angeles County,4f04b1572fb6e1c99f3db0bf,Storage Facilities,93,87,93,121
2020-03-07,California,Los Angeles County,4bf58dd8d48988d12b951735,Bus Lines,96,81,97,122
2020-03-07,California,Los Angeles County,4bf58dd8d48988d127951735,Arts & Crafts Stores,98,89,99,122
2020-03-07,California,Los Angeles County,4bf58dd8d48988d15a941735,Gardens,97,77,98,122
2020-03-07,California,Los Angeles County,4f4533814b9074f6e4fb0106,Middle Schools,91,75,92,123
2020-03-07,California,Los Angeles County,4bf58dd8d48988d1d0941735,Dessert Shops,87,93,86,124
2020-03-07,California,Los Angeles County,4bf58dd8d48988d1fe931735,Bus Stations,103,109,103,124
