2020-04-01,Nebraska,Dawes County,School,4d2e2afd5055a35de96090ca,Chadron Middle School,1
2020-04-01,Nebraska,Lancaster County,Nightlife Spots,4bd33fe9046076b073937571,Brewsky's,1
2020-04-01,Nebraska,Lancaster County,Nightlife Spots,56e494b1498e3f5a80825377,Method Cycles & Craft House,2
2020-04-01,Nebraska,Lancaster County,Nightlife Spots,4eeed4cd93add02fcdbcd601,Under Your Covers,3
2020-04-01,Nebraska,Lancaster County,Nightlife Spots,51d4665d498e8cc3eadf39c5,Watering Hole (east),4
2020-04-01,Nebraska,Lancaster County,Nightlife Spots,51c25a6b498edc4a896d7210,Huskerville Pub and Pizza,5
2020-04-01,Nebraska,Lancaster County,Nightlife Spots,4cb0efc7eb65b1f714b170cd,Roca Tavern,6
2020-04-01,Nebraska,Lancaster County,Nightlife Spots,4beb691f62c0c928d432e2d4,The Top Hat,7
2020-04-01,Nebraska,Lancaster County,Nightlife Spots,5148c1f6e4b03fd0e4be0be1,THUNDER DOME,8
2020-04-01,Nebraska,Sarpy County,Alcohol,4e1dd338887794dc249592d0,Hy-Vee Wine & Spirits,1
2020-04-01,Nebraska,Scotts Bluff County,Colleges & Universities,4cc06c56acd48cfaf6254a3f,University Of Nebraska Panhandle Research & Extension Center,1
2020-04-01,Nebraska,Dodge County,Light Rail Stations,4c38ee851e06d13a6bb7783e,Union Pacific Railroad Fremont Yard,1
2020-04-01,Nebraska,Platte County,Hardware Stores,4bd86ffa35aad13af3de90f3,Menards,1
2020-04-01,Nebraska,Platte County,Hardware Stores,4c30ff7da0ced13a3f01136e,Tractor Supply Co.,2
2020-04-01,Nebraska,Colfax County,Professional & Other Places,50f1b6bbe4b0e0c9d5651b45,"Cargill, Schuyler, NE",1
2020-04-01,Nebraska,Cuming County,Gas Stations,50294b59f470f7543bccbcf1,BP,1
2020-04-01,Nebraska,Cuming County,Gas Stations,4ce1db3aaba88cfabceb57d7,West Point Travel Plaza,2
2020-04-01,Nebraska,Custer County,Government,5762c7e9498e2dd19da6018b,Geographic Center of Nebraska,1
2020-04-01,Nebraska,Douglas County,Convenience Store,4f56d593e4b0279d3ec1f53b,QuikTrip,1
2020-04-01,Nebraska,Douglas County,Convenience Store,4b1db68ff964a520411424e3,QuikTrip,2
2020-04-01,Nebraska,Douglas County,Convenience Store,4fd77f1de4b05440fc4765ed,Bucky's,3
2020-04-01,Nebraska,Douglas County,Convenience Store,4bc896bf8b7c9c74db6c38cf,Casey's General Store,4
2020-04-01,Nebraska,Douglas County,Convenience Store,4b1d8d60f964a5201f1224e3,Bucky's Express Convenience Store,5
2020-04-01,Nebraska,Douglas County,Convenience Store,4b2da97bf964a52021da24e3,QuikTrip,6
2020-04-01,Nebraska,Douglas County,Convenience Store,4fb5998ae4b05ee27dd033c0,Bucky's Express,7
2020-04-01,Nebraska,Douglas County,Convenience Store,4f95ecabe4b0266a4f31ef44,QuikTrip,8
2020-04-01,Nebraska,Douglas County,Convenience Store,5bc4d79e4ac28a002ccc0dd6,Casey's General Store,9
2020-04-01,Nebraska,Douglas County,Convenience Store,4e0ced77d22d9e3b2fc719f1,BP,10
2020-04-01,Nebraska,Douglas County,Convenience Store,4b822a03f964a5201ecc30e3,QuikTrip,11
2020-04-01,Nebraska,Douglas County,Convenience Store,4adb61a7f964a520b42621e3,Kwik Shop,12
2020-04-01,Nebraska,Douglas County,Convenience Store,5588925e498ec3f9dfb3fd28,Casey's General Store,13
2020-04-01,Nebraska,Douglas County,Convenience Store,4b4949d0f964a520826c26e3,QuikTrip,14
2020-04-01,Nebraska,Douglas County,Convenience Store,5a8b53862db4a918fddad3b8,QuikTrip,15
2020-04-01,Nebraska,Douglas County,Convenience Store,4be082c04f15c928dc7ccb0b,Casey's General Store,16
2020-04-01,Nebraska,Douglas County,Convenience Store,57473fc5498ee4b7a46a04ea,Bucky's (Shell),17
2020-04-01,Nebraska,Douglas County,Convenience Store,4db2584efa8c6bb2d0af8869,QuikTrip,18
2020-04-01,Nebraska,Douglas County,Convenience Store,4b2db300f964a52097da24e3,QuikTrip,19
2020-04-01,Nebraska,Douglas County,Convenience Store,50510238e4b09819b8f25976,QuikTrip,20
2020-04-01,Nebraska,Douglas County,Convenience Store,4d13d1d3816af04dafc336c2,Bucky's Express,21
2020-04-01,Nebraska,Douglas County,Convenience Store,5cbe066af709c1002c940517,QuikTrip,22
2020-04-01,Nebraska,Douglas County,Convenience Store,53481c5d498ee35fd8ac9bf0,Bucky's (BP),23
