2020-04-01,Virginia,Chesterfield County,4bf58dd8d48988d110941735,Italian Restaurants,4b9d1c16f964a520849036e3,Pietro's,1
2020-04-01,Virginia,Hanover County,52f2ab2ebcbc57f1066b8b42,Big Box Stores,4b7086b0f964a520e01f2de3,Walmart Supercenter,1
2020-04-01,Virginia,Hanover County,52f2ab2ebcbc57f1066b8b42,Big Box Stores,4b7969d3f964a52046f82ee3,Walmart Supercenter,2
2020-04-01,Virginia,Hanover County,52f2ab2ebcbc57f1066b8b42,Big Box Stores,4b19b33df964a5204be223e3,Target,3
2020-04-01,Virginia,Northumberland County,4bf58dd8d48988d113951735,Gas Stations,4d95cc42daec224b7465063e,Shell,1
2020-04-01,Virginia,Prince Edward County,52f2ab2ebcbc57f1066b8b46,Supermarkets,4bf81f885ec320a15a2b88d3,Food Lion Grocery Store,1
2020-04-01,Virginia,Warren County,4bf58dd8d48988d113951735,Gas Stations,4b805837f964a520e06930e3,Exxon,1
2020-04-01,Virginia,Accomack County,4bf58dd8d48988d12b941735,Courthouses,4c4ef89bea24c9b6821f8e16,Accomack County Courthouse,1
2020-04-01,Virginia,Loudoun County,52dea92d3cf9994f4e043dbb,Discount Stores,4c30f4a83896e21eea54e690,Dollar Tree,1
2020-04-01,Virginia,Stafford County,4bf58dd8d48988d11e941735,Cocktail Bars,50d7a6d9e4b079544087c6e7,Spotted Tavern,1
2020-04-01,Virginia,Amherst County,52f2ab2ebcbc57f1066b8b42,Big Box Stores,4b65fb3af964a520610c2be3,Walmart Supercenter,1
2020-04-01,Virginia,Chesterfield County,4bf58dd8d48988d15a941735,Gardens,4cbb23b1f50e224b48daf7fb,Boulevard Flower Garden,1
2020-04-01,Virginia,Henrico County,5744ccdfe4b0c0459246b4dc,Shopping Plazas,4ad4f29cf964a520a60021e3,Willow Lawn,1
2020-04-01,Virginia,Henrico County,5744ccdfe4b0c0459246b4dc,Shopping Plazas,4c07c5cf3f200f479e0109d1,Libbie Place,2
2020-04-01,Virginia,Mecklenburg County,4bf58dd8d48988d1e2941735,Beaches,4de1c185d22d2a4ecdb698e1,The Lake,1
2020-04-01,Virginia,"",4bf58dd8d48988d1c1941735,Mexican Restaurants,4e6286a7b0fb188e8dbeca6e,El Ranchero,1
2020-04-01,Virginia,"",4bf58dd8d48988d1c1941735,Mexican Restaurants,5935a66889e49056520049bd,Taqueria Jessy's,2
2020-04-01,Virginia,Augusta County,52e81612bcbc57f1066b7a37,Distribution Centers,4c598ff7d3aee21eec766855,Target Distribution Center,1
2020-04-01,Virginia,Campbell County,4bf58dd8d48988d124941735,Offices,4dc89feb887721632c676e64,The Babcock & Wilcox Company,1
2020-04-01,Virginia,Campbell County,4bf58dd8d48988d1c1941735,Mexican Restaurants,4bddd241e75c0f4797bec503,El Cerrito,1
2020-04-01,Virginia,Hanover County,4bf58dd8d48988d1c1941735,Mexican Restaurants,5c48c3d0446ea6002ce08b98,Chipotle Mexican Grill,1
2020-04-01,Virginia,Powhatan County,52f2ab2ebcbc57f1066b8b46,Supermarkets,4d51c39fdcce224b5358e51b,Food Lion Grocery Store,1
2020-04-01,Virginia,Powhatan County,52f2ab2ebcbc57f1066b8b46,Supermarkets,4bc76b44af07a5931e267f2d,Food Lion Grocery Store,2
2020-04-01,Virginia,Rockbridge County,52f2ab2ebcbc57f1066b8b46,Supermarkets,4c9eec7d7ada199cd78b9cbc,Food Lion Grocery Store,1
2020-04-01,Virginia,Westmoreland County,4eb1c1623b7b52c0e1adc2ec,Auto Dealerships,4f7dd0b7e4b0a665d23d9f8e,Northern Neck Chevrolet,1
2020-04-01,Virginia,Wythe County,4bf58dd8d48988d1ed941735,Spas,5da50e7a7e48bb00087ee073,Shower # 3,1
2020-04-01,Virginia,Caroline County,4bf58dd8d48988d113951735,Gas Stations,4b80491cf964a5204a6430e3,Flying J,1
2020-04-01,Virginia,Caroline County,4bf58dd8d48988d113951735,Gas Stations,5d25ec867ad194002301d9f1,Flying J Travel Center,2
2020-04-01,Virginia,Caroline County,4bf58dd8d48988d113951735,Gas Stations,4c655710cdb6e21e58cc343e,Mr. Fuel,3
2020-04-01,Virginia,Caroline County,4bf58dd8d48988d113951735,Gas Stations,54dd4235498ef0380f6ecfbd,Dhillons,4
2020-04-01,Virginia,Henry County,4d954af4a243a5684765b473,Veterinarians,4f04c9a4e4b0b2ce6a720d79,Kings Mountain Animal Clinic,1
2020-04-01,Virginia,Montgomery County,52f2ab2ebcbc57f1066b8b42,Big Box Stores,4aee019cf964a52032d121e3,Walmart Supercenter,1
2020-04-01,Virginia,Montgomery County,52f2ab2ebcbc57f1066b8b42,Big Box Stores,4b26ed7ef964a5201f8324e3,Target,2
2020-04-01,Virginia,"",4bf58dd8d48988d111941735,Japanese Restaurants,5cafbed8b9a5a8002c8b78a0,Tanpopo Ramen,1
2020-04-01,Virginia,Chesterfield County,4bf58dd8d48988d171941735,Event Spaces,4b8c75a5f964a520ddd132e3,Walton Park Clubhouse,1
2020-04-01,Virginia,Chesterfield County,4bf58dd8d48988d1ff941735,Miscellaneous Shops,4cf42b9a1d18a143955764ec,Genito Crossing Shopping Center,1
2020-04-01,Virginia,Chesterfield County,4bf58dd8d48988d1ff941735,Miscellaneous Shops,5068a4cae4b007c9382eb559,Ironbridge Plaza,2
2020-04-01,Virginia,Frederick County,4bf58dd8d48988d118951735,Grocery Stores,4c1b7d00b4e62d7fe169d993,Martin's Food,1
2020-04-01,Virginia,Frederick County,4bf58dd8d48988d118951735,Grocery Stores,4cdf0a80df986ea852b3df16,ALDI,2
2020-04-01,Virginia,Gloucester County,4bf58dd8d48988d171941735,Event Spaces,4c79660ebd346dcbcf4df5ef,Abingdon Ruritan Club,1
2020-04-01,Virginia,Grayson County,4bf58dd8d48988d118951735,Grocery Stores,4e0759438877394591e576fb,Food City,1
2020-04-01,Virginia,Loudoun County,4eb1bc533b7b2c5b1d4306cb,Airport Lounges,57c850c9498e6cb2f81623d4,Turkish Airlines Lounge,1
2020-04-01,Virginia,Page County,4bf58dd8d48988d113951735,Gas Stations,4f42b339d4f2dd374e488dbc,Shell,1
2020-04-01,Virginia,Spotsylvania County,4bf58dd8d48988d172941735,Post Offices,52ed1b88498edd62bb6bb603,US Post Office,1
2020-04-01,Virginia,Westmoreland County,4bf58dd8d48988d1ce941735,Seafood Restaurants,4bbb831bed7776b051893e51,Faunce Seafood,1
2020-04-01,Virginia,Wythe County,4bf58dd8d48988d16e941735,Fast Food Restaurants,4b919a19f964a520ffc833e3,Arby's,1
2020-04-01,Virginia,Wythe County,4bf58dd8d48988d16e941735,Fast Food Restaurants,4e4e2cb0bd4101d0d7a3ef86,Burger King,2
2020-04-01,Virginia,Augusta County,4bf58dd8d48988d1ff941735,Miscellaneous Shops,4da0869331a6b60c470d7518,Country Connections,1
