2020-04-01,Vermont,Bennington County,4d954afda243a5684865b473,Optical Shops,598a43eadb1d81279e52079e,Walmart Vision Center,1
2020-04-01,Vermont,Chittenden County,4bf58dd8d48988d1ae941735,Universities,4c2b717857a9c9b670e3f567,University Of Vermont,1
2020-04-01,Vermont,Rutland County,4bf58dd8d48988d15b941735,Farms,4cc32ec291413704a4fdb955,Hathaway Farm Corn Maze,1
2020-04-01,Vermont,Caledonia County,50327c8591d4c4b30a586d5d,Breweries,5835f2457b43b4128a0f34ab,Red Barn Brewing,1
2020-04-01,Vermont,Bennington County,52f2ab2ebcbc57f1066b8b46,Supermarkets,4bd86919e914a593f12453fa,Hannaford Supermarket,1
2020-04-01,Vermont,Bennington County,4d954b0ea243a5684a65b473,Convenience Stores,4dbae174f7b1ab37dd35f9c1,Stewart's Shops,1
2020-04-01,Vermont,Chittenden County,52f2ab2ebcbc57f1066b8b42,Big Box Stores,4b5b69caf964a52015fc28e3,Walmart,1
2020-04-01,Vermont,Bennington County,4bf58dd8d48988d196941735,Hospitals,4beb2f59f90e9c748281e3ed,Southwestern Vermont Medical Center,1
2020-04-01,Vermont,Washington County,4bf58dd8d48988d118951735,Grocery Stores,4b844286f964a520fa2a31e3,Shaw's,1
2020-04-01,Vermont,Washington County,4bf58dd8d48988d118951735,Grocery Stores,4b6a1fd5f964a520f5c82be3,Shaw's,2
2020-04-01,Vermont,Washington County,4d954b0ea243a5684a65b473,Convenience Stores,5bd12334a879210039880df4,Maplewood Vermont Travelers Service Center,1
2020-04-01,Vermont,Washington County,4d954b0ea243a5684a65b473,Convenience Stores,4dafa26481548efb15b03006,Cumberland Farms,2
2020-04-01,Vermont,Bennington County,4bf58dd8d48988d11d951735,Butchers,4beb258bf90e9c742c80e3ed,Henry's Market,1
2020-04-01,Vermont,Franklin County,4bf58dd8d48988d118951735,Grocery Stores,4b60fad1f964a5206a042ae3,Food City,1
2020-04-01,Vermont,Washington County,52f2ab2ebcbc57f1066b8b42,Big Box Stores,4bd0e4c677b29c7428c28b82,Walmart Supercenter,1
2020-04-01,Vermont,Rutland County,4bf58dd8d48988d177941735,Doctor's Offices,4c81ad8c47cc224b46097f9f,Rutland Kidney Center,1
2020-04-01,Vermont,Caledonia County,52f2ab2ebcbc57f1066b8b46,Supermarkets,4c252680c11dc9b67db42624,Price Chopper,1
2020-04-01,Vermont,Washington County,4bf58dd8d48988d1fd941735,Shopping Malls,4bbe0997f57ba59379d0aeb9,Berlin Mall,1
2020-04-01,Vermont,Chittenden County,4bf58dd8d48988d120951735,Food Courts,51337b18e4b06242fc136774,Costco Food Court,1
2020-04-01,Vermont,Washington County,52f2ab2ebcbc57f1066b8b46,Supermarkets,4c4a2d099c8d2d7f76742569,Price Chopper,1
2020-04-01,Vermont,Washington County,52f2ab2ebcbc57f1066b8b46,Supermarkets,4c03edc7f56c2d7f43831d66,Hannaford Supermarket,2
2020-04-01,Vermont,Orleans County,52f2ab2ebcbc57f1066b8b46,Supermarkets,57fed4be498ef8effb3d2c59,Walmart Supercenter,1
2020-04-01,Vermont,Windham County,4bf58dd8d48988d11b951735,Flower Shops,4c9f6923542b224beef5fc9f,Achille Agway,1
2020-04-01,Vermont,Orange County,4bf58dd8d48988d118951735,Grocery Stores,4b6da1def964a520ee812ce3,Shaw's,1
2020-04-01,Vermont,Chittenden County,4bf58dd8d48988d196941735,Hospitals,4b571d02f964a520f02628e3,University of Vermont Medical Center,1
2020-04-01,Vermont,Bennington County,4bf58dd8d48988d181941735,Museums,4c5d9699d25320a1725dc67a,Hemmings Motor News,1
2020-04-01,Vermont,Chittenden County,4bf58dd8d48988d164941735,Plazas,50103659e4b0c5fcbc6ed482,Ethan Allen Shopping Center,1
